Song,Artist,ids,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,danceability.1,energy.1,key.1,loudness.1,mode.1,speechiness.1,acousticness.1,instrumentalness.1,liveness.1,valence.1,tempo.1,type.1,id.1,uri.1,track_href.1,analysis_url.1,duration_ms.1,time_signature.1,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Fragil,Yahritza y Su Esencia x Grupo Frontera,4JdSXF2p71cr8uCY3UiJM0,0.605,0.726,6,-4.515,1,0.0309,0.365,0.0,0.112,0.393,149.918,audio_features,4JdSXF2p71cr8uCY3UiJM0,spotify:track:4JdSXF2p71cr8uCY3UiJM0,https://api.spotify.com/v1/tracks/4JdSXF2p71cr8uCY3UiJM0,https://api.spotify.com/v1/audio-analysis/4JdSXF2p71cr8uCY3UiJM0,160518,4,0.605,0.726,6,-4.515,1,0.0309,0.365,0.0,0.112,0.393,149.918,audio_features,4JdSXF2p71cr8uCY3UiJM0,spotify:track:4JdSXF2p71cr8uCY3UiJM0,https://api.spotify.com/v1/tracks/4JdSXF2p71cr8uCY3UiJM0,https://api.spotify.com/v1/audio-analysis/4JdSXF2p71cr8uCY3UiJM0,160518,4,0.605,0.726,6,-4.515,1,0.0309,0.365,0.0,0.112,0.393,149.918,audio_features,4JdSXF2p71cr8uCY3UiJM0,spotify:track:4JdSXF2p71cr8uCY3UiJM0,https://api.spotify.com/v1/tracks/4JdSXF2p71cr8uCY3UiJM0,https://api.spotify.com/v1/audio-analysis/4JdSXF2p71cr8uCY3UiJM0,160518,4
See You Again,"Tyler, The Creator Featuring Kali Uchis",2JzZzZUQj3Qff7wapcbKjc,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,audio_features,7KA4W4McWYRpgf0fWsJZWB,spotify:track:7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/tracks/7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/audio-analysis/7KA4W4McWYRpgf0fWsJZWB,180387,4,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,audio_features,2JzZzZUQj3Qff7wapcbKjc,spotify:track:2JzZzZUQj3Qff7wapcbKjc,https://api.spotify.com/v1/tracks/2JzZzZUQj3Qff7wapcbKjc,https://api.spotify.com/v1/audio-analysis/2JzZzZUQj3Qff7wapcbKjc,229526,4,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,audio_features,2JzZzZUQj3Qff7wapcbKjc,spotify:track:2JzZzZUQj3Qff7wapcbKjc,https://api.spotify.com/v1/tracks/2JzZzZUQj3Qff7wapcbKjc,https://api.spotify.com/v1/audio-analysis/2JzZzZUQj3Qff7wapcbKjc,229526,4
Truck Bed,HARDY,103u49mLoJUge83B1CnLxI,0.662,0.77,0,-4.887,1,0.0367,0.0875,0.0,0.35,0.769,132.057,audio_features,103u49mLoJUge83B1CnLxI,spotify:track:103u49mLoJUge83B1CnLxI,https://api.spotify.com/v1/tracks/103u49mLoJUge83B1CnLxI,https://api.spotify.com/v1/audio-analysis/103u49mLoJUge83B1CnLxI,167535,4,0.662,0.77,0,-4.887,1,0.0367,0.0875,0.0,0.35,0.769,132.057,audio_features,103u49mLoJUge83B1CnLxI,spotify:track:103u49mLoJUge83B1CnLxI,https://api.spotify.com/v1/tracks/103u49mLoJUge83B1CnLxI,https://api.spotify.com/v1/audio-analysis/103u49mLoJUge83B1CnLxI,167535,4,0.662,0.77,0,-4.887,1,0.0367,0.0875,0.0,0.35,0.769,132.057,audio_features,103u49mLoJUge83B1CnLxI,spotify:track:103u49mLoJUge83B1CnLxI,https://api.spotify.com/v1/tracks/103u49mLoJUge83B1CnLxI,https://api.spotify.com/v1/audio-analysis/103u49mLoJUge83B1CnLxI,167535,4
Zoom,Lil Uzi Vert,3VFGA65JnN8EDmnRb5SHW2,0.818,0.547,5,-5.868,0,0.39,0.0784,1.3e-06,0.119,0.432,79.483,audio_features,3VFGA65JnN8EDmnRb5SHW2,spotify:track:3VFGA65JnN8EDmnRb5SHW2,https://api.spotify.com/v1/tracks/3VFGA65JnN8EDmnRb5SHW2,https://api.spotify.com/v1/audio-analysis/3VFGA65JnN8EDmnRb5SHW2,166013,4,0.818,0.547,5,-5.868,0,0.39,0.0784,1.3e-06,0.119,0.432,79.483,audio_features,3VFGA65JnN8EDmnRb5SHW2,spotify:track:3VFGA65JnN8EDmnRb5SHW2,https://api.spotify.com/v1/tracks/3VFGA65JnN8EDmnRb5SHW2,https://api.spotify.com/v1/audio-analysis/3VFGA65JnN8EDmnRb5SHW2,166013,4,0.818,0.547,5,-5.868,0,0.39,0.0784,1.3e-06,0.119,0.432,79.483,audio_features,3VFGA65JnN8EDmnRb5SHW2,spotify:track:3VFGA65JnN8EDmnRb5SHW2,https://api.spotify.com/v1/tracks/3VFGA65JnN8EDmnRb5SHW2,https://api.spotify.com/v1/audio-analysis/3VFGA65JnN8EDmnRb5SHW2,166013,4
That Fiya,Lil Uzi Vert,1bIHv5s0rByq6ZOqDSt8K8,0.565,0.712,3,-4.012,0,0.0301,0.00234,0.0,0.186,0.22,138.124,audio_features,1bIHv5s0rByq6ZOqDSt8K8,spotify:track:1bIHv5s0rByq6ZOqDSt8K8,https://api.spotify.com/v1/tracks/1bIHv5s0rByq6ZOqDSt8K8,https://api.spotify.com/v1/audio-analysis/1bIHv5s0rByq6ZOqDSt8K8,154832,4,0.565,0.712,3,-4.012,0,0.0301,0.00234,0.0,0.186,0.22,138.124,audio_features,1bIHv5s0rByq6ZOqDSt8K8,spotify:track:1bIHv5s0rByq6ZOqDSt8K8,https://api.spotify.com/v1/tracks/1bIHv5s0rByq6ZOqDSt8K8,https://api.spotify.com/v1/audio-analysis/1bIHv5s0rByq6ZOqDSt8K8,154832,4,0.565,0.712,3,-4.012,0,0.0301,0.00234,0.0,0.186,0.22,138.124,audio_features,1bIHv5s0rByq6ZOqDSt8K8,spotify:track:1bIHv5s0rByq6ZOqDSt8K8,https://api.spotify.com/v1/tracks/1bIHv5s0rByq6ZOqDSt8K8,https://api.spotify.com/v1/audio-analysis/1bIHv5s0rByq6ZOqDSt8K8,154832,4
We Didn't Start The Fire,Fall Out Boy,60glT2wsoSHV3B8yCRSB8v,0.712,0.967,7,-5.206,1,0.047,0.0771,0.0,0.356,0.895,145.024,audio_features,3Cx4yrFaX8CeHwBMReOWXI,spotify:track:3Cx4yrFaX8CeHwBMReOWXI,https://api.spotify.com/v1/tracks/3Cx4yrFaX8CeHwBMReOWXI,https://api.spotify.com/v1/audio-analysis/3Cx4yrFaX8CeHwBMReOWXI,287733,4,0.567,0.961,7,-4.084,1,0.0572,0.00139,3.7e-05,0.102,0.669,151.92,audio_features,60glT2wsoSHV3B8yCRSB8v,spotify:track:60glT2wsoSHV3B8yCRSB8v,https://api.spotify.com/v1/tracks/60glT2wsoSHV3B8yCRSB8v,https://api.spotify.com/v1/audio-analysis/60glT2wsoSHV3B8yCRSB8v,215531,4,0.567,0.961,7,-4.084,1,0.0572,0.00139,3.7e-05,0.102,0.669,151.92,audio_features,60glT2wsoSHV3B8yCRSB8v,spotify:track:60glT2wsoSHV3B8yCRSB8v,https://api.spotify.com/v1/tracks/60glT2wsoSHV3B8yCRSB8v,https://api.spotify.com/v1/audio-analysis/60glT2wsoSHV3B8yCRSB8v,215531,4
Fight The Feeling,Rod Wave,7l6nGz4gp6HGs5Cvmdeqe4,0.701,0.711,8,-6.666,1,0.127,0.27,0.0,0.0911,0.419,160.0,audio_features,6F4tgHJ5dE0pVWRPs3m1hs,spotify:track:6F4tgHJ5dE0pVWRPs3m1hs,https://api.spotify.com/v1/tracks/6F4tgHJ5dE0pVWRPs3m1hs,https://api.spotify.com/v1/audio-analysis/6F4tgHJ5dE0pVWRPs3m1hs,140040,4,0.634,0.538,0,-9.213,1,0.0603,0.0514,0.0,0.099,0.152,168.029,audio_features,7l6nGz4gp6HGs5Cvmdeqe4,spotify:track:7l6nGz4gp6HGs5Cvmdeqe4,https://api.spotify.com/v1/tracks/7l6nGz4gp6HGs5Cvmdeqe4,https://api.spotify.com/v1/audio-analysis/7l6nGz4gp6HGs5Cvmdeqe4,160714,5,0.634,0.538,0,-9.213,1,0.0603,0.0514,0.0,0.099,0.152,168.029,audio_features,7l6nGz4gp6HGs5Cvmdeqe4,spotify:track:7l6nGz4gp6HGs5Cvmdeqe4,https://api.spotify.com/v1/tracks/7l6nGz4gp6HGs5Cvmdeqe4,https://api.spotify.com/v1/audio-analysis/7l6nGz4gp6HGs5Cvmdeqe4,160714,5
Ain't That Some,Morgan Wallen,2YVlDlk2zRceefo6XlC6DX,0.732,0.839,9,-5.007,1,0.0345,0.265,0.0,0.602,0.629,119.724,audio_features,5W4kiM2cUYBJXKRudNyxjW,spotify:track:5W4kiM2cUYBJXKRudNyxjW,https://api.spotify.com/v1/tracks/5W4kiM2cUYBJXKRudNyxjW,https://api.spotify.com/v1/audio-analysis/5W4kiM2cUYBJXKRudNyxjW,157478,4,0.641,0.803,6,-5.781,0,0.0286,0.00232,3.86e-06,0.361,0.671,121.086,audio_features,2YVlDlk2zRceefo6XlC6DX,spotify:track:2YVlDlk2zRceefo6XlC6DX,https://api.spotify.com/v1/tracks/2YVlDlk2zRceefo6XlC6DX,https://api.spotify.com/v1/audio-analysis/2YVlDlk2zRceefo6XlC6DX,158004,4,0.641,0.803,6,-5.781,0,0.0286,0.00232,3.86e-06,0.361,0.671,121.086,audio_features,2YVlDlk2zRceefo6XlC6DX,spotify:track:2YVlDlk2zRceefo6XlC6DX,https://api.spotify.com/v1/tracks/2YVlDlk2zRceefo6XlC6DX,https://api.spotify.com/v1/audio-analysis/2YVlDlk2zRceefo6XlC6DX,158004,4
Lagunas,Peso Pluma & Jasiel Nunez,3HOKxuTDmNVmIlCIpBiD8m,0.77,0.622,11,-10.621,1,0.026,0.328,0.00603,0.149,0.792,115.952,audio_features,3HOKxuTDmNVmIlCIpBiD8m,spotify:track:3HOKxuTDmNVmIlCIpBiD8m,https://api.spotify.com/v1/tracks/3HOKxuTDmNVmIlCIpBiD8m,https://api.spotify.com/v1/audio-analysis/3HOKxuTDmNVmIlCIpBiD8m,231247,3,0.77,0.622,11,-10.621,1,0.026,0.328,0.00603,0.149,0.792,115.952,audio_features,3HOKxuTDmNVmIlCIpBiD8m,spotify:track:3HOKxuTDmNVmIlCIpBiD8m,https://api.spotify.com/v1/tracks/3HOKxuTDmNVmIlCIpBiD8m,https://api.spotify.com/v1/audio-analysis/3HOKxuTDmNVmIlCIpBiD8m,231247,3,0.77,0.622,11,-10.621,1,0.026,0.328,0.00603,0.149,0.792,115.952,audio_features,3HOKxuTDmNVmIlCIpBiD8m,spotify:track:3HOKxuTDmNVmIlCIpBiD8m,https://api.spotify.com/v1/tracks/3HOKxuTDmNVmIlCIpBiD8m,https://api.spotify.com/v1/audio-analysis/3HOKxuTDmNVmIlCIpBiD8m,231247,3
Dial Drunk,Noah Kahan,0caJ2wkqp4UmXBwdR2JvB5,0.693,0.595,8,-7.578,1,0.0311,0.0969,0.0,0.113,0.646,112.02,audio_features,0caJ2wkqp4UmXBwdR2JvB5,spotify:track:0caJ2wkqp4UmXBwdR2JvB5,https://api.spotify.com/v1/tracks/0caJ2wkqp4UmXBwdR2JvB5,https://api.spotify.com/v1/audio-analysis/0caJ2wkqp4UmXBwdR2JvB5,213817,4,0.693,0.595,8,-7.578,1,0.0311,0.0969,0.0,0.113,0.646,112.02,audio_features,0caJ2wkqp4UmXBwdR2JvB5,spotify:track:0caJ2wkqp4UmXBwdR2JvB5,https://api.spotify.com/v1/tracks/0caJ2wkqp4UmXBwdR2JvB5,https://api.spotify.com/v1/audio-analysis/0caJ2wkqp4UmXBwdR2JvB5,213817,4,0.693,0.595,8,-7.578,1,0.0311,0.0969,0.0,0.113,0.646,112.02,audio_features,0caJ2wkqp4UmXBwdR2JvB5,spotify:track:0caJ2wkqp4UmXBwdR2JvB5,https://api.spotify.com/v1/tracks/0caJ2wkqp4UmXBwdR2JvB5,https://api.spotify.com/v1/audio-analysis/0caJ2wkqp4UmXBwdR2JvB5,213817,4
Save Me,Jelly Roll With Lainey Wilson,4Bee3PcNdfeqO1B80dDgFn,0.564,0.612,0,-5.018,1,0.0248,0.382,0.0,0.11,0.146,83.03,audio_features,4Bee3PcNdfeqO1B80dDgFn,spotify:track:4Bee3PcNdfeqO1B80dDgFn,https://api.spotify.com/v1/tracks/4Bee3PcNdfeqO1B80dDgFn,https://api.spotify.com/v1/audio-analysis/4Bee3PcNdfeqO1B80dDgFn,237493,3,0.564,0.612,0,-5.018,1,0.0248,0.382,0.0,0.11,0.146,83.03,audio_features,4Bee3PcNdfeqO1B80dDgFn,spotify:track:4Bee3PcNdfeqO1B80dDgFn,https://api.spotify.com/v1/tracks/4Bee3PcNdfeqO1B80dDgFn,https://api.spotify.com/v1/audio-analysis/4Bee3PcNdfeqO1B80dDgFn,237493,3,0.564,0.612,0,-5.018,1,0.0248,0.382,0.0,0.11,0.146,83.03,audio_features,4Bee3PcNdfeqO1B80dDgFn,spotify:track:4Bee3PcNdfeqO1B80dDgFn,https://api.spotify.com/v1/tracks/4Bee3PcNdfeqO1B80dDgFn,https://api.spotify.com/v1/audio-analysis/4Bee3PcNdfeqO1B80dDgFn,237493,3
Jaded,Miley Cyrus,3AAY8YicetRPlDAkibHLiS,0.766,0.44,1,-16.645,1,0.242,0.724,0.698,0.0947,0.206,82.998,audio_features,3pKghzdaXhmu6H21RDKLlE,spotify:track:3pKghzdaXhmu6H21RDKLlE,https://api.spotify.com/v1/tracks/3pKghzdaXhmu6H21RDKLlE,https://api.spotify.com/v1/audio-analysis/3pKghzdaXhmu6H21RDKLlE,161386,4,0.496,0.593,4,-5.154,1,0.0285,0.0476,0.0,0.0909,0.177,91.038,audio_features,3AAY8YicetRPlDAkibHLiS,spotify:track:3AAY8YicetRPlDAkibHLiS,https://api.spotify.com/v1/tracks/3AAY8YicetRPlDAkibHLiS,https://api.spotify.com/v1/audio-analysis/3AAY8YicetRPlDAkibHLiS,185933,4,0.496,0.593,4,-5.154,1,0.0285,0.0476,0.0,0.0909,0.177,91.038,audio_features,3AAY8YicetRPlDAkibHLiS,spotify:track:3AAY8YicetRPlDAkibHLiS,https://api.spotify.com/v1/tracks/3AAY8YicetRPlDAkibHLiS,https://api.spotify.com/v1/audio-analysis/3AAY8YicetRPlDAkibHLiS,185933,4
